project,pull_number,pull_type,id,text,classification,indicator
incubator-weex,1437,review,210464939,"If line 277 crashes, the file will still be open.
         FileWriter x = null
         try{
                x= new FileWriter
          }finally{
                if(x != null) x.close()
          }",non_debt,-
beam,6733,comment,430804819,"R: @rohdesamuel 
CC: @melap",non_debt,-
flink,8721,comment,502049333,"Hi @aljoscha 
I have rebased master and addressed comments.",non_debt,-
bookkeeper,22,comment,196151999,+1 good catch.,non_debt,-
spark,25651,comment,534813380,"@rdblue yea it's possible. In this PR, I try to adopt your suggestion to make it clear that `TableProvider.getTable` should take all the table metadata, so the method signature becomes
`TableProvider` has another `getTable` method which needs to infer schema/partitioning, and previously the method signature was
To make it consistent, I change it to use `properties: Map[String, String]`, also rename it to `loadTable` since we need to touch many files anyway.
We can still keep the old method signature with a TODO to change it later, so that this PR can be much smaller.",design_debt,non-optimal_design
incubator-mxnet,9111,description,0,"added SELU and ELU activation functions as recommended on this thread https://github.com/apache/incubator-mxnet/issues/8422
- Unit tests are added for small changes to verify correctness (e.g. adding a new operator)
- Nightly tests are added for complicated/long-running ones (e.g. changing distributed kvstore)
- Build tests will be added for build configuration changes (e.g. adding a new build option with NCCL)
- For user-facing API changes, API doc string has been updated. 
- For new C++ functions in header files, their functionalities and arguments are documented. 
- For new examples, README.md is added to explain the what the example does, the source of the dataset, expected performance on test set and reference to the original paper if applicable
- If this change is a backward incompatible change, why must this change be made.
- Interesting edge cases to note here",non_debt,-
superset,8037,description,0,"Choose one
In some cases, a result existed in the results backend but a query with the corresponding `results_key` did not exist in the queries table. This used to throw a 500 because `one()` expected a query with that `results_key` to exist.
Now, it will return a generic error if no query exists. 
As a possible future fix for this error, we could use the information in the query object within the `blob` instead of looking up the corresponding query.
Tested on devbox. Confirmed that a key now returns the desired error instead of 500:
@etr2460 @john-bodley",non_debt,-
flink,8136,description,0,"*This work is a preparation for FLINK-11726.*
*In `SingleInputGate#create`, we could remove unused parameter `ExecutionAttemptID`.
And for the constructor of `SingleInputGate`, we could remove unused parameter `TaskIOMetricGroup`.
Then we introduce `createSingleInputGate` for reusing the process of creating `SingleInputGate` in related tests.*
This change is a trivial rework / code cleanup without any test coverage.",code_debt,dead_code
carbondata,3136,comment,468114436,"@tianyouyangying +1 for @qiuchenjian 's suggestion.
1. Please change all chinese to english.
2. Please change PR title to '[HOTFIX][DOC] Fix the format of SQL in dml-of-carbondata.md to avoid ambiguity'
@qiuchenjian The origin SQL in doc actually are two statements, we should seperate them to avoid ambiguity.
Thanks.",documentation_debt,low_quality_documentation
kafka,5068,review,191512386,Do we actually want this to be `Long.MAX_VALUE`? Seems error prone since the normal thing to do with the TTL is add it to the current time and that will cause overflow. Should we have some sentinel value for infinite TTL?,code_debt,low_quality_code
airflow,442,comment,323134581,"Hi, sorry this is old but I can't see on master that this is changed: [link](https://github.com/apache/incubator-airflow/blob/3b589a9f73bed018bf7e2c7b7265bfce5da91ca0/airflow/hooks/mysql_hook.py ).
Is there any plans to support `mysqlclient` or another python3 friendly driver?
Thanks!",non_debt,-
openwhisk-wskdeploy,103,description,0,"This PR is for code review, **this should not be merged yet.** It still needs to be debugged and the actual deployment of entities is not completed yet.  Also, it **may be missing some files** since I tore everything down and put it back together.  I'll add back the missing files (like report.go and version.go).  Sorry about that :-)
The goal here is to refactor the code to modularize it better so we can add ""big"" features.  
The major refactors are:
- refactor utils.go into separate classes
- refactor manifest and deployment functions into parsers and readers
- refactor classes into packages that are more descriptive of their functions, e.g. parsers, utils, deployers
The features added in this code:
- support for multiple packages in the service deployer.  This is mainly targeted towards multiple packages in the deployment.yaml, not the manifest.yaml
- add parameter and annotation binding from the deployment file into the deployment plan.
- add support for sequence notation per use case` openstack.`
- add placeholder for dependency specification in a package.",architecture_debt,violation_of_modularity
spark,25856,review,338886220,"The following checkValue already disallows 0, right?",non_debt,-
spark,29403,review,496341174,"Also, if I'm correct, it would be good to include a test case for this case.  What happens if you actually do operations on the null value stored as an enum?  Is the nullability of the resulting schema correct. Do operations like `.isNotNull` work correctly?",test_debt,lack_of_tests
incubator-heron,2071,description,0,43158694-2071 description-0,non_debt,-
spark,22197,review,212812755,nit: We can have just `exception when duplicate fields in case-insensitive mode` as test title. Original one is too verbose.,code_debt,low_quality_code
arrow,7591,comment,651837534,@kszucs may you please have a look at this when you get a chance. There's a change to the prepare-test Ruby script,non_debt,-
spark,23929,comment,470663982,Merging to master.,non_debt,-
spark,22977,comment,437619916,I think also there is a hive metastore test that downloads spark release jar?,non_debt,-
tvm,1680,review,214412218,No need of the semicolon. Same comment applies to other similar lines in Python,non_debt,-
pulsar,5578,review,343518665,yes will do it in a separate pull request.,non_debt,-
trafficserver,1675,comment,318111169,"This PR seems a little confused. It seems like a legitimate bug, but this is not set up as a backport of an upstream fix. I'd like to see that fixed so I can merge, but I cannot merge this as is. I am going to close it, but please reopen it if it can be fixed, or open a new one as a proper backport of an upstream fix.",non_debt,-
commons-lang,47,review,27015336,I added these in Javadoc too.,non_debt,-
spark,29909,review,497951985,"Sorry, since always work at `SQL`  module",non_debt,-
spark,17286,comment,287317227,retest this please,non_debt,-
arrow,4262,review,281675439,Not sure why you had to change this header file?,non_debt,-
airflow,8575,comment,806276124,"Hi @turbaszek @mik-laj, any updates on this?",non_debt,-
camel,1557,summary,0,"CAMEL-11048 Jetty Producer always uses ""Transfer-Encoding: chunked"" header",non_debt,-
carbondata,4051,review,544069025,Clean files for MV is not supported?,non_debt,-
usergrid,493,comment,199080050,14135471-493 comment-199080050,non_debt,-
incubator-heron,2256,summary,0,Support components name generated by SummingBird.,non_debt,-
spark,6828,comment,112662507,"There are 2 Struct UDFs in Hive:
https://github.com/apache/hive/blob/master/ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFStruct.java (struct)
https://github.com/apache/hive/blob/master/ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFNamedStruct.java (named_struct)
For the previous one, we will give the default names for its fields, but for the later, we will create the struct type by given names. We need to implement both of them, but this PR seems only for solve the bug of the former one.",non_debt,-
incubator-mxnet,13362,review,239658900,"can we also output the layout : 
""Need CuDNN for layout support"" << param_.layout.value()",non_debt,-
flink,13300,review,511757686,Revert changes on this file? I think one indent is correct.,non_debt,-
hadoop,2051,comment,638901440,":broken_heart: **-1 overall**
This message was automatically generated.",non_debt,-
reef,761,review,49510586,"The other members, too?",non_debt,-
incubator-mxnet,7941,summary,0,DO NOT MERGE: Just a test of adding properties to JenkinsFile,non_debt,-
beam,573,description,0,"quickly and easily:
  `[BEAM-<Jira issue #>] Description of pull request`
     Travis-CI on your fork and ensure the whole test matrix passes).
     number, if there is one.
     [Individual Contributor License Agreement](https://www.apache.org/licenses/icla.txt).
---
Some of the timestamps were not adjusted when [BEAM-145](https://issues.apache.org/jira/browse/BEAM-145) was fixed to respect the `WindowFn`'s timestamps.",non_debt,-
lucene-solr,772,review,302183057,Is the term guaranteed to be a UTF8-encoded string?,non_debt,-
incubator-mxnet,12768,comment,428218284,"See my comment in the issue, were you able to reproduce? Do you have some evidence to declare it as a flaky test?  Unless there's more data I would be against disabling this test with the information that we have so far to prevent lowering the quality bar.",test_debt,flaky_test
kafka,5131,comment,395010640,"@ijuma I think `KafkaFuture` can implement `CompletionStage`. 
Don't mind below comment since I figured out we don't need any additional execution facility as we already have a CompleteableFuture that we can use.
--------------------------------------------------------------------------------------------
There are CompletionStage.*Async(...) methods that do not accept an executor but, as their documentation says, 
So this means we need to supply that ""execution facility"" maybe in the form of 
 * using ForkJoinPool.commonPool()
 * or firing up a new background thread for each task (which is what CompletableFuture does in some circumstances) 
A full blown ThreadPoolExecutor in clients, I think, would be an overkill",non_debt,-
hive,2083,review,605381114,Done,non_debt,-
airflow,2553,review,139544947,"Fixed, I'll pushed that as soon as I find how to do lazy logging in Python ^^ (it was definitely not a long thing to fix...^^ )",non_debt,-
camel,1585,description,0,"…rcept/enrich logged messages
this is continued from https://github.com/apache/camel/pull/1559
Hi @davsclaus , @objectiser , 
Here is an outline sketch for the CAMEL-11054. Let's start from here:
* adds `addCamelLoggerListener()`/`getCamelLoggerListeners()` on `CamelContext`
* `CamelLogger` holds a list of `CamelLoggerListener`
* for Log EIP, `LogDefinition` copies `CamelLoggerListener`s from `CamelContext` to `CamelLogger`
* for Log Component, `LogEndpoint` copies `CamelLoggerListener`s from `CamelContext` to `CamelLogger`
* `CamelLoggerListener#onLog()` to receive a log event and return an enriched log message
Questions:
* do we want to extract `enrich()` from `onLog()` so it could be done separately?
* do we want separated handler like `onWarn()`, `onInfo()` and etc. rather than `onLog()`?
* any other event we want to handle in `CamelLoggerListener`?
* As both of Log EIP and Component use `CamelLogger`, it's easy to add it on both of them. Is it OK or do we want it only on Log EIP?
Any comment would be appreciated!",non_debt,-
trafficserver,3746,comment,394279910,Cherry-picked to 8.0.x,non_debt,-
flink,675,summary,0,[FLINK-2008] Fix broker failure test case,non_debt,-
spark,4050,comment,71347965,"If we use a inputFormat that don‘t instanc of org.apache.hadoop.mapreduce.lib.input.{CombineFileSplit, FileSplit},  then we can't get information of  input metrics.",non_debt,-
pulsar,2241,description,0,"In #2237, `administration-auth` is removed. However it is not removed from sidebard. It is causing failures on building website.
Remove `administration-auth` from the sidebar. Also remove codebase page, which doesn't make sense to be there because code changes are happening very frequently. The page quickly becomes out-of-dated.
Additionally cleanup a few things in the sidebar.",code_debt,dead_code
superset,8172,review,322853272,could you attach a gif to show the behavior?,non_debt,-
trafficserver,646,comment,220368272,"I think we should squash these three commits to one, right?",non_debt,-
spark,15230,review,83146530,let's explain more that hive metastore will treat the `EXTERNAL` property as a signal to change table type.,non_debt,-
skywalking,4546,review,396049971,45721011-4546 review-396049971,non_debt,-
beam,4332,comment,356359562,"@chamikaramj thank you for your suggestions.  @jbonofre @iemejia could you also take a look? I also added io-it-suite-local profile that was missing and jenkins job definition.
I added only the reshuffle and it seems to be a little bit helpful. I didn't optimise it further due to a  problem: different ""consolidatedHashes"" get calculated for each test run for datasets bigger than 600 000 rows. This makes it unable to determine hash for a large scale dataset (eg. 40 000 000 rows). The amount of read and written rows is the same. I also have the same problems while running JdbcIOIT on larger datasets. Also, as I checked, the database content seems to be all right. I can create a JIRA for that after you review this PR and agree that this behavior is odd, ok?
600 000 is approx. 160 MB. I wouldn't call that a large scale test but I think it is something we can start with and then increase the scale and optimize it gradually if needed and if possible (e.g. after tackling the hash calculaction problem i described). What do you think?",non_debt,-
calcite,2381,description,0,WIP Do not review,non_debt,-
kafka,6363,review,280294974,"It'd be really great to have unit tests for many of these methods. The `performTaskAssignment(...)` method is already pretty lengthy, and there are just a few unit tests whereas there seem to be lots of permutations and branches. Not only would they help with confidence, but they'd help with regression testing if/when we have to get back into this code.",test_debt,lack_of_tests
beam,3988,summary,0,"[BEAM-3052] ReduceFnRunner: Do not manage EOW hold or timer, set GC hold and timer always",non_debt,-
parquet-mr,154,comment,111540874,"@lunchev, I've not had a chance to get to the review backlog in a little while. Sorry about that! I'll try to get this reviewed in the next couple of weeks.",non_debt,-
carbondata,3085,comment,455942906,"Build Success with Spark 2.2.1, Please check CI http://95.216.28.178:8080/job/ApacheCarbonPRBuilder1/2584/",non_debt,-
drill,1897,comment,554203211,"@vvysotskyi, thanks much for the review and for committing the code. Thanks also for showing the disassembly of the generated code for the for loops. You analysis is convincing and I'll change the loops in the next PR.",non_debt,-
spark,12259,review,60783900,`val labels = vectorRDD.select('label).as[Double].collect()`,non_debt,-
spark,22878,review,241273157,nit: use the api using `jsonFormatSchema`,code_debt,low_quality_code
attic-apex-malhar,551,review,105841722,"This is the fix for the bug which is in IncrementalCheckPointManager. (Comparing key bucket id with time bucket).
Discussion about exclude expired time buckets while saving data happened in the below PR:
https://github.com/apache/apex-malhar/pull/516",non_debt,-
hadoop,1900,comment,601190652,"Thanx @vinayakumarb  for checking. Seems comment isn't coming, some problem, will check. it isn't coming for patches too.
Anyway the build seems cleans.",documentation_debt,outdated_documentation
kafka,6363,review,278752888,This is getting a bit confusing -- this seems the same as `currentWorkerAssignment`. What mutates that causes this to be different?,code_debt,low_quality_code
cloudstack,4250,comment,679976928,@blueorangutan package,non_debt,-
spark,30212,comment,809028142,Gentle ping @cloud-fan,non_debt,-
nifi,4759,description,0,"Thank you for submitting a contribution to Apache NiFi.
_Enables X functionality; fixes bug NIFI-YYYY._
In order to streamline the review of the contribution we ask you
to ensure the following steps have been taken:
     in the commit message?",non_debt,-
hadoop,885,review,289591884,whitespace:tabs in line,code_debt,low_quality_code
attic-apex-malhar,88,description,0,…Connected method.,non_debt,-
incubator-pinot,976,review,105290266,fixed.,non_debt,-
spark,22646,review,223168936,This exception message looks a bit confusing. We can say the given type is not supported and we only support the certain type (`java.util.List` and `java.util.Map`).,code_debt,low_quality_code
spark,10252,review,47457824,I guess it's changed by auto format.. I will remove it.,non_debt,-
rocketmq,1682,description,0,"1 nameserver, 1 broker, 1 producer
producer send messages to a topic, when broker is down, producer still send heartbeat to broker
because 
org.apache.rocketmq.client.impl.factory.MQClientInstance#cleanOfflineBroker
does not work",non_debt,-
incubator-heron,1431,description,0,"Implementation of IScalable scheduler interface.
Fixes #1430",non_debt,-
tvm,6039,comment,660275132,@icemelon9 Can you please manage this PR?,non_debt,-
spark,2761,comment,58776141,"I also think, it's difficult to apply new style checker only to new codes. I cleaned up codes in origin/master for the style checker suggested in this PR.  So, if this PR is merged, then we can enforce the new style to developers and all developers have to do is to check the style of the code changed by them.",code_debt,low_quality_code
spark,1241,review,16760326,"this no longer supports file consolidation, does it?",non_debt,-
shardingsphere,4729,description,0,For #4525.,non_debt,-
spark,20265,summary,0,[SPARK-21783][SQL] Turn on ORC filter push-down by default,non_debt,-
spark,15432,comment,258138244,I will rebase and clean up this tomorrow.,non_debt,-
trafficserver,1209,comment,282382019,clang-analyzer build *successful*! See https://ci.trafficserver.apache.org/job/clang-analyzer-github/177/ for details.,non_debt,-
skywalking,3956,description,0,45721011-3956 description-0,non_debt,-
incubator-mxnet,8034,review,140924608,"Sure, I can make it a part of Sanity Test since we plan to have that stage whether it is a full build or smoke test. 
@gautamkmr @sandeep-krishnamurthy any opinions?",non_debt,-
spark,9229,review,56207992,Not necessary to have `@param` and `@return`.,non_debt,-
trafodion,1645,comment,404802438,Test Passed.  https://jenkins.esgyn.com/job/Check-PR-master/2820/,non_debt,-
fineract,1384,comment,706692687,"@vorburger darrrn... I had a feeling that I forgot something. Thanks for pointer, will do.",non_debt,-
drill,1606,review,247444833,This is already calculated in the HashJoinBatch.partitionNumTuning() method. You should just use the partitionCount computed from there. You can get the number of partitions from the PartitionStatSet,non_debt,-
zeppelin,60,comment,101208857,@1teed Thanks for the contribution. Tested with a centos-zeppeling docker image and works fine! Looking forward to the merge!,non_debt,-
pulsar,1341,comment,370602899,retest this please,non_debt,-
flink,4611,comment,325389996,"Changes LGTM @zentol ! 
When Travis gives a green light, feel free to merge!",non_debt,-
druid,3788,comment,268051850,"@erikdubbelboer ok that makes sense.
Can you please:
1. Add a comment to the code as to why this does not use `_`
2. Add unit tests to verify functionality.",test_debt,lack_of_tests
orc,448,description,0,"Bumps [netty-all](https://github.com/netty/netty) from 4.1.17.Final to 4.1.42.Final.
- Additional commits viewable in [compare view](https://github.com/netty/netty/compare/netty-4.1.17.Final...netty-4.1.42.Final)
Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.
[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)
---
You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot ignore this [patch|minor|major] version` will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/apache/orc/network/alerts).",non_debt,-
hbase,2454,comment,702578836,"We have two blocking calls in `NormalizerWorker` thread:
1. While retrieving new table for normalizing from Queue
2. RateLimiter blocking threads trying to submit plans",non_debt,-
servicecomb-java-chassis,514,review,162260357,"final, pls",non_debt,-
druid,2926,review,62581331,@drcrallen if added why this is false ?,non_debt,-
spark,364,comment,40168409,"Test failure was due to a random behavior in RDDSuite, which is fixed in https://github.com/apache/spark/pull/387 .",non_debt,-
hawq,392,review,54617226,indentation is off the hook,code_debt,low_quality_code
spark,28258,review,418488518,Updated the log messages.,non_debt,-
zeppelin,1875,comment,272051284,"@felixcheung 
I think it's ok since all LICENSEs will be merged into a single file
- https://github.com/apache/zeppelin/blob/master/dev/create_release.sh#L93-#L96",non_debt,-
helix,1663,review,588774064,"This test should probably be named as TestZkClientAsyncFailureMetric since your new code is only adding metrics. The aync function should be already covered in existing tests. 
With that said, have you checked whether it's possible to only add metrics testing to existing tests by mocking the results? That would save us one additional test file. If there is no available code path or too many efforts involved, I'm fine with having a separate test too. But please check the zkclient and monitor test.",code_debt,low_quality_code
spark,26261,comment,546601038,"jenkins, retest this, please",non_debt,-
tvm,7314,description,0,"This PR improves the implementation of GPU `argwhere` added in https://github.com/apache/tvm/pull/6868, using exclusive scan (see https://github.com/apache/tvm/pull/7303). 
The current implementation of `argwhere` is very inefficient, because it uses atomic to update the write location. Since all threads compete for the single location, this effectively makes it a sequential kernel. Moreover, since the output indices need to be lexicographically sorted, the current implementation involves sorting along each axis.
Since `argwhere` is literally an instance of stream compaction, this is a perfect application of exclusive scan. Now, `argwhere` simply consists of 
* A single call to exclusive scan on a boolean flag array to compute the write indices.
* Compaction using the write indices (just copying elements with nonzero condition).
both of which are highly parallel operation. Thus, both atomic and sort are gone, vastly simplifying the implementation. Moreover, it also brings huge speed up, as shown below.
All numbers in milli sec
please review @zhiics @Laurawly @mbrookhart @tkonolige @anijain2305 @trevor-m",code_debt,slow_algorithm
airflow,7007,comment,570477304,"I agree the 2nd option sounds lot better, I have changed the PR and updated all the example DAGs by importing just the function from module instead of __init__.py.",non_debt,-
incubator-mxnet,20004,summary,0,Remove USE_MKL_IF_AVAILABLE flag,non_debt,-
samza,235,review,124903942,"It will be cleaner to simply pass the metrics registry associated with this component and register more granular group of metrics under `ZkUtilsMetrics`. Overloading it with `ZkJobCoordinatorMetrics` is confusing as this component - ZkUtils is also accessed from CoordinationService. 
HTH. Thanks!",design_debt,non-optimal_design
kylin,140,comment,392261013,CI has passed,non_debt,-
superset,11125,description,0,"…le (#10981)""
This reverts commit e93d92e8ac6d4f85d193943e27d585fb6e01568c.
See linked issue
-CI, manual verification",non_debt,-
calcite,1825,review,383130171,No need to use ```LinkedHashMultimap``` because the key should be unique.,code_debt,low_quality_code
carbondata,1789,comment,357279619,"Build Success with Spark 2.2.1, Please check CI http://88.99.58.216:8080/job/ApacheCarbonPRBuilder/1503/",non_debt,-
incubator-mxnet,15511,summary,0,Numpy Identity operator,non_debt,-
karaf,24,description,0,"Mojos use available Aether subsystem (Sonatype or Eclipse) by looking at what's
available in PlexusContainer.
It's easy to add Maven deps for both Sonatype and Eclipse versions of Aether, but it's not that easy to depend on both `maven-core:3.0.3` and `maven-core:3.1.0+`.
Mojos don't get particular Aether component autowired directly by type - they can however get autowired entire `PlexusContainer`. We then look at the available Aether subsystems and the use a `DependencyHelper` layer to access correct Aether (both Sonatype and Eclipse).
`karaf-maven-plugin` may use `maven-core` API directly for Sonatype version of Aether (for dependency on `maven-core:3.0.3`), but it also can use Eclipse Aether and the methods from Maven API which reference Eclipse Aether when used with Maven 3.1.0+ - it however requires a bit of `java.lang.reflect`.",non_debt,-
trafficserver,2304,review,129945358,Added.,non_debt,-
druid,4223,description,0,"...so that core extensions are not wiped out
currently that profile is unusable as it bundles contrib extensions only whereas expected behavior is to have both core+contrib extensions bundled",non_debt,-
beam,5422,comment,391486077,Oups I screwed the correct title by double clicking merge by mistake. Thanks @timrobertson100 and @rangadi for the proper review.,non_debt,-
camel,1114,comment,239095564,Thanks for the PR it has been merged. Do you mind closing this?,non_debt,-
karaf,728,comment,456086960,Sounds good. Let me know if I can help. The `cxf-specs` feature should be taking care of exporting these packages in the container when they're not provided by the container itself.,non_debt,-
spark,5736,comment,97282994,Thanks to @andrewor14 and @vanzin's comments,non_debt,-
spark,23271,comment,445728476,ok to test,non_debt,-
beam,12762,review,489745304,"Ah, just remembered that I checked in helpers in both python and java a python/apache_beam/io/gcp/bigquery_io_metadata.py 
You may want to move the santize function to those files.
_is_valid_cloud_label_value",non_debt,-
arrow,1180,summary,0,ARROW-1541: [C++] Fix race conditions in arrow_gpu with generated Flatbuffers files. Do not put generated files in source tree,non_debt,-
tvm,7559,review,585981227,addressed in #7570,non_debt,-
kafka,2832,comment,293337249,"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/2885/
Test FAILed (JDK 8 and Scala 2.12).",non_debt,-
trafodion,646,comment,239472021,+1 Change looks good. @prashanth-vasudev should we merge now or do you intend to make changes to address comments above? Those comments could be addressed later if you wish.,non_debt,-
reef,1178,review,87037022,Sounds about right :),non_debt,-
openwhisk,4782,review,361962838,Good idea! Will try to implement it.,non_debt,-
camel,4496,description,0,"#4490 does not cover all the cases. While performing end-to-end tests with this snapshot, I found that traces were still not aggregating correctly. This PR fixes the problem.
I am not sure why the tests did not catch this issue, so unfortunately cannot provide better automatic coverage.
Below are the contribution guidelines:
https://github.com/apache/camel/blob/master/CONTRIBUTING.md",test_debt,low_coverage
carbondata,2207,comment,394710103,"SDV Build Success , Please check CI http://144.76.159.231:8080/job/ApacheSDVTests/5228/",non_debt,-
carbondata,3382,comment,530653898,"Build Success with Spark 2.1.0, Please check CI http://121.244.95.60:12545/job/ApacheCarbonPRBuilder2.1/471/",non_debt,-
spark,7304,comment,119761734,Merged build started.,non_debt,-
incubator-pinot,6009,review,487584167,19961085-6009 review-487584167,non_debt,-
airflow,10380,comment,679216493,"There are integrations available:
- https://drawio-app.com/create-mermaid-diagrams-in-draw-io/ 
- https://github.com/nopeslide/drawio_mermaid_plugin
Or we could just have the png and steps to reproduce like copy/paste text to https://mermaid-js.github.io/mermaid-live-editor/",non_debt,-
incubator-mxnet,13654,review,241911517,"Can you add comment saying why we have excluded these test cases?
Do we have custom tests for these somewhere?",test_debt,lack_of_tests
pulsar,9064,comment,752293183,/pulsarbot run-failure-checks,non_debt,-
druid,1306,review,28990774,fixed,non_debt,-
flink,2093,review,66788457,"Then we can add a `LOG`, or maybe we should even throw an exception. What do you think?",non_debt,-
cloudstack,1021,comment,152996985,"registerUserKeys log based on this change
2015-11-02 17:15:19,061 INFO  [a.c.c.a.ApiServer](2001334745@qtp-678426242-0:ctx-608cad64 ctx-6e00b6fc) (logid:bfb12e9d) (userId=2 accountId=2 sessionId=9g6dq5sjxlk7137t68hfkux8) 0:0:0:0:0:0:0:1 -- GET command=registerUserKeys&response=json&id=e2fdf8e4-73be-11e5-8882-249684d59f9c&_=1446464718702 200 {""registeruserkeysresponse"":{""userkeys"":{}}}",non_debt,-
incubator-brooklyn,525,comment,75642639,@richardcloudsoft @grkvlt can you take a look at this please?,non_debt,-
orc,25,description,0,35144191-25 description-0,non_debt,-
gobblin,3140,review,512079641,Seems unrelated to the change proposed in this PR. Can we remove this?,non_debt,-
spark,19763,review,152914613,"After rethinking about this, I think it is better to indicate this threshold also determines the number of threads in parallelism. So it should not be set to zero or negative number.",code_debt,low_quality_code
parquet-mr,341,review,60160998,maybe make these values relative to MAX_SLAB_SIZE so that if it's ever changed these tests remain valid,non_debt,-
airflow,3806,description,0,"  - https://issues.apache.org/jira/browse/AIRFLOW-2956
 Adds ability to specify kubernetes tolerations for dags using kubernetes pod operator
  - When adding new operators/hooks/sensors, the autoclass documentation generation needs to be added.",non_debt,-
jmeter,337,description,0,"Fixed bug whereby calling `registerError` with the following data set `[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]` would return `[[""A"", 1], [null, null], [null, null], [null, null], [null, null]]` instead of `[[""A"", 1], [""B"", 1], [""C"", 1], [""D"", 1], [""E"", 1]]`.
Improved JavaDoc for `registerError`
Also removed JavaDoc which did not add anything to the method names.
Made the code more readable and at the same time fixed a subtle error.
On my spock branch:
- Bug fix (non-breaking change which fixes an issue)
[style-guide]: https://wiki.apache.org/jmeter/CodeStyleGuidelines",code_debt,low_quality_code
pulsar,5043,comment,535733584,run java8 tests,non_debt,-
spark,27845,comment,596042225,Can one of the admins verify this patch?,non_debt,-
druid,222,review,5907138,what if it's null?,non_debt,-
incubator-mxnet,18688,comment,656859038,"I ran into this issue developing a PR I have yet to submit.  The discrepancy in model outputs is caused by the fact that when cudnn calculates the running variance, it uses the 'sample variance', while this test is comparing in all cases to the 'population variance'.  The difference is that the sample variance uses a factor of N-1 in the denominator, while the population variance uses N (where N is the number of elements in the sample).
My upcoming PR will include a fix for this, and after it's merged, if you want you could revert this commit that changed the problem sizes, since that is not the real issue here.",non_debt,-
beam,10835,comment,587648002,Run Python Dataflow ValidatesRunner,non_debt,-
carbondata,1810,review,162288811,ok,non_debt,-
superset,6719,comment,458423396,Handing it over to @betodealmeida who has a better sense of what should be in Superset vs in the dbapi driver and/or SQLAlchemy dialect,non_debt,-
spark,3670,review,23883301,Tested this in isolation and it does work for directories.  A new test that I added should exercise this path.,non_debt,-
hbase,1627,review,418984035,Is this really needed? Isn't BULK_LOAD_HFILES_BY_FAMILY loaded as false by default if not set on LoadIncrementalHFiles#195? Or perhaps you can move this for a separate method that could be overridden by  TestLoadIncrementalHFilesByFamily to avoid duplicating whole setUpBeforeClass in the child class?,code_debt,complex_code
spark,18797,description,0,"Update breeze to 0.13.1 for an emergency bugfix in strong wolfe line search
https://github.com/scalanlp/breeze/pull/651
N/A",non_debt,-
incubator-mxnet,15161,review,292706143,Are you using any functions in this library? if not please get rid of this line.,build_debt,over-declared_dependencies
airflow,7516,review,383040768,"I want to use this decorator also to prevent regression in scheduler performance. Some methods are critical and I have optimized it to use very few queries, but it can be easily broken.  This context manager will allow us to detect a regression regarding it.",design_debt,non-optimal_design
druid,1374,comment,123751832,"@fjy sure, I wanted to make the PR reviewable and write docs while review progressed.",non_debt,-
accumulo,1000,review,262118131,I tried to fix this but the formatter put it back this way,non_debt,-
tajo,454,comment,96620163,"@sirpkt thanks for updating your patch. 
I've tested the following query and found that the result of Tajo is different from that of pgsql.
**Tajo**
**PostgreSQL**
As you can see, some values are null in Tajo.",non_debt,-
beam,11145,comment,599899591,Run Python PreCommit,non_debt,-
systemds,131,summary,0,[SYSTEMML-540] [SYSTEMML-445] Initial implementation of conv2d/maxpooling builtin functions and GPU backend,non_debt,-
