project,sha,text,classification,indicator
lucene-solr,1ff2b34bff964cb2286d46de1f3f5a073e55fdaa,SOLR-854: Add run-example build target,non_debt,-
incubator-mxnet,ac85d7a15f39df8cb413c4fb1cb69dd931b0e619,re-enable randomized test_ndarray_elementwise (#12300),non_debt,-
camel,ac6dcbaaac7392547ef338c13d3b8a419dc31ba4,camel-core - optimize. Avoid using regexp patterns on patterns that are not regexp anyway. This reduced memory in JDK8,design_debt,non-optimal_design
beam,74d977a7d6e3b50b50c5e20f34ab17af5bd5dd91,Explicitly pass Pipeline in AppliedPTransform,non_debt,-
helix,b654c543c8915f73399cdbb189dd332dd19fb261,Delete duplicated test class TestZkCallbackHandlerLeak.,test_debt,expensive_tests
incubator-mxnet,372222b179c0fa603c6c783d24a96406bab94290,"Julia: deprecate `mx.empty`, replace it with `UndefInitializer` (#13934)
In Julia 0.7+, constructing a uninitialized array is provided via
the APIs:
        - `Array{T,N}(undef, dims...)`
        - `Array{T,N}(undef, dims)`
        - `Array{T}(undef,   dims...)`
        - `Array{T}(undef,   dims)`
There is an API `mx.empty(dims...)` serving for this purpose.
This PR proposes that deprecating the original API `mx.empty` and
provide the functionality with the API design similar to Julia's Base.
        - `NDArray{T,N}(undef, dims...)`
        - `NDArray{T,N}(undef, dims)`
        - `NDArray{T}(undef,   dims...)`
        - `NDArray{T}(undef,   dims)`
        - `NDArray(undef,      dims...)`
        - `NDArray(undef,      dims)`
e.g.
- The original `mx.empty` APIs are still functional.
  If user invokes them, a deprecation warning will be popped up.",non_debt,-
camel,27990e4219b56b336fb7748e80afffa5a2090813,Added a test case showing how to use a named query with JPA along with using an annotation to mark the @Consumed method; so POJO developers can write a method to be invoked on a consume (to set a flag or update a step to the next state etc). Also performed a minor refactor to move more reusable code into the core module (for dealing with exception handling of reflection calls).,design_debt,non-optimal_design
hbase,281bf9a222a3eae006198fb067f227721f723996,"HBASE-17014 Added clearly marked log messages for start and shutdown of services HMaster, HRegionServer, ThriftServer, RESTServer. Also changed the log level for RPCServer responder starting log message to debug.",code_debt,low_quality_code
lucene-solr,fe9d4737431407e5b1ea515032d26f597289bce7,update a few license issues in package.htmls,non_debt,-
camel,c4edfb29ffe84cf0c14ce1fcc6e5f71133bf9940,CAMEL-12268 - Camel-AWS: Lets call shutdown on the clients while stopping endpoints - AWS EC2,non_debt,-
apisix-dashboard,add78adf55a89e7df7d06671a265feec2d5c1228,feat: support mTLS connection to ETCD (#1437),non_debt,-
geode-native,50f7c7c6e5875bdbb036ca72a158aa91a1b0e929,"GEODE-5036: Make ""enable-chunk-handler-thread"" = ""false"" default (#292)
* Sdded new integration test for chunkhandler
* Delete test adding no value
* Changing 'disable-chunk-handler-thread' to 'enable-chunk-handler-thread'",test_debt,expensive_tests
cloudstack,92f01ba1437062c50e5547de7d5a7a56f01d3b59,2.1.x to 2.2.2 upgrade for Domain level vlans,non_debt,-
spark,b93830126cc59a26e2cfb5d7b3c17f9cfbf85988,"[SPARK-13114][SQL] Add a test for tokens more than the fields in schema
https://issues.apache.org/jira/browse/SPARK-13114
This PR adds a test for tokens more than the fields in schema.
Closes #11020 from HyukjinKwon/SPARK-13114.",non_debt,-
camel,0916620d85207ff6281882fffc977ed570d3a607,Add weld2 property - weld 2.1.0-Final,non_debt,-
hbase,cd2374a7f02bc8d103baf592e447b47ab283b390,HBASE-22108 Avoid passing null in Admin methods,non_debt,-
reef,37a99bcdd970874289209e42c2ce85c7a2b5f2c9,Merge remote-tracking branch 'origin' into reef-bridge,non_debt,-
helix,03b90012939e99eb3556c715ff8b8eaab710bb79,More fixes and cleanup on task unit tests.,code_debt,low_quality_code
ambari,5381c3b98c9050d031d03e3a03ff7a07e9b9ee69,AMBARI-13735. Ambari throws error when updating Notification. (Laszlo Puskas via swagle),non_debt,-
hive,fd4e222d54aba6298acd62b57406c83a3a14ba43,HIVE-18352: introduce a METADATAONLY option while doing REPL DUMP to allow integrations of other tools (Anishek Agarwal reviewed by Daniel Dai),non_debt,-
incubator-brooklyn,19644b54ed7be4c6d5a0cdd6192f5916696e741d,"Fixes WebAppIntegrationTest teardown
Previously, wasn't correctly stopping app-server entities,
so subsequent tests were failing.",non_debt,-
flink,3a50f242b0e6aeb5a5b766db6a68595501ff4cbe,"[docs] make the nav bar scroll instead of fixing it at the top
- we gain some precious space which helps people reading the docs",non_debt,-
trafodion,9c7b2aedcd32eb428c595b6b38263b4982708159,add close to TestClientInfo.java,non_debt,-
brooklyn-server,c7489643831b551e435f468565bfb80099a0b0bb,"Adds ArchiveUtilsTest + fixes ArchiveUtils
- Fixes case where optionalTmpDir not supplied
- Adds various test cases",non_debt,-
cloudstack,d6ebcd1924ad6fb0638a22386c921399fc68ae2d,CLOUDSTACK-4187: 2.2.1 - 4.2 Upgrade: Few Guest OS Types information is inconsistent on the Upgraded Setup when compared with the fresh 4.2 Installation.,non_debt,-
ambari,1e51e6b89e7da26ae9ecdf5d7228d20d1dfe61b4,[AMBARI-25002] Allow Stack To Define Custom Rolling Orchestration Logic (#2695),non_debt,-
spark,33cd3a0c12bf487a9060135c6cf2a3efa7943c77,"Remove map-side combining from ShuffleMapTask.
This separation of concerns simplifies the 
ShuffleDependency and ShuffledRDD interfaces.
Map-side combining can be performed in a
mapPartitions() call prior to shuffling the RDD.
I don't anticipate this having much of a 
performance impact: in both approaches, each tuple
is hashed twice: once in the bucket partitioning
and once in the combiner's hashtable.  The same
steps are being performed, but in a different
order and through one extra Iterator.",code_debt,complex_code
phoenix,f3520a4d9678d6f42db16547df68dc4bf647538a,PHOENIX-2899 Add test for inflight transactions over partially evaluating filters,non_debt,-
incubator-brooklyn,c2a2dae102ea66fdfbcc391a6982ed5852b9b6b7,Added Login Controller and Grails Generated Empty Folders (TEST),non_debt,-
commons-lang,f893b88f831545554770607f59f89933a7c7fb33,Upating version in release.version as well,non_debt,-
incubator-pinot,d3d4cc1b9b14367f2aa9f134c6712cffdf285a38,"THIRDEYE-677 : Create azkaban project for pinot flow of thirdeye
RB=667613
G=thirdeye-dev-reviewers
A=kgopalak",non_debt,-
trafficserver,23e72ddbeaa5fd9873cd228055c38e015c31cefd,Note TS-2036 fix in CHANGES.,non_debt,-
helix,912e7943e3c2a6e70f2427bc3295e52828f37b73,"Change the cluster creation logic (#872)
* Change the cluster creation logic
In this commit, minor modifications have been added which:
1- Update topology information in the Cluster Config
if cloud is enabled for Azure environment.
2- Tests have been change accordingly.
3- The deprecated APIs have been changed in the test to
follow new APIs.",non_debt,-
incubator-mxnet,171754a323fbf90bec34f24fb99b7444a02fd08b,"Merge pull request #761 from rinuboney/patch-1
Update tutorial.md",non_debt,-
storm,e5388d3d0bae6ce43be1db9cc90856a05f7c4930,"Update defaults.yaml
Fix incorrect comment",non_debt,-
camel,e96a84fbe6ee2cf5509c93aac631bb604418e754,Component Verifier: fix wrong scheme for camel-http4,non_debt,-
gobblin,69c1f65a090a456c5c1982e2a3c8229f89b63ce8,"Some refactoring around DataPublisher to make sure it is properly closed
RB=365362
R=etl-infra-reviewers
A=stakiar",non_debt,-
ambari,00274d4e25bbffbd21d4eb8fdecf47b70c68c7da,AMBARI-24166. Metric Collector goes down after HDFS restart post EU,non_debt,-
shardingsphere,f01d6c4f576708c238335ecadea229ef2e887072,use get parameter(),non_debt,-
thrift,1606659171d9ee8885d5806d6030ec39399b3b08,"THRIFT-1103. py: TZlibTransport for python, a zlib compressed transport
This patch adds a new TZlibTransport to the Python library and extends the test suite to exercise it.
Patch: Will Pierce",non_debt,-
reef,d4b06d9c8f7b9dfa94debfdc2c934984defc5dfc,Merge branch 'yingdac-add-nameserverconfig' into reef-bridge,non_debt,-
hbase,e984515b7426e8df9e0e50abc6a998f23d5e6e9e,HBASE-21928 Deprecated HConstants.META_QOS,non_debt,-
ambari,354d07933f7a5ad27ff2e7a93d802fd8d10798e8,AMBARI-15285:AMS quicklink directory name is wrong causing errors in ambari server start (dili),non_debt,-
jmeter,9e05627ff63eb454c479193ef1e66570af10ad1a,Add logging,code_debt,low_quality_code
jmeter,8301838f22a8fe93f58e487da5b90c6522432b1a,"Increase Heap size from 512m to 1g
Comment out additional JVM options following Felix notes",non_debt,-
cloudstack,cc093c61a1ea8a255e984157a84d31062c61124c,"README: put the original logo back
This reverts commit da62cecb6883501767aec1bbe4448ab3c817540a and sneaks
in the change silently to not hurt anyone's sentiments.",non_debt,-
cxf,d79b6b1142e07822075b38b0c00e8901a6c462da,Use the prefixes defined in the wsdl,non_debt,-
fluo,d724855a3ca23a0580dcf9f5e3e6b39b0431e8c2,Fixes #957 Fluo scripts copy jars into fluo software dir. (#964),non_debt,-
incubator-mxnet,05dce1c3cd1659cd003faefc68f1260db2b085aa,Fix problem with some OSX not handling the cast on imDecode (#13207),non_debt,-
airflow,fb45cee22eaee368bb613e9b7344b3b9f70096a7,"Merge pull request #686 from patrickleotardif/non-owner-notif
Notify owner when others perform critical DAG actions on Web UI",non_debt,-
calcite,acd27fdea5fb54375a999a9221b79a6df166660c,"[CALCITE-528] When making field names unique, follow type system's case-sensitivity policy (Jacques Nadeau, Jinfeng Ni, Minji Kim)
Ensure that uniquify keeps the ordinal position of input names (Jinfeng Ni).
Add tests (Minji Kim).
Fix up (Julian Hyde).
Close apache/calcite#245",non_debt,-
trafficcontrol,8c20dc6eb50a59640cb9fd601ad988e742568a5f,more cleanup,code_debt,low_quality_code
ignite,2550e774b93e7bd673cd06b1230ae191de59e982,Merge remote-tracking branch 'origin/sprint-2' into sprint-3,non_debt,-
bigtop,cc5a3b589a185248f6c997fa75a47ca30748d634,BIGTOP-3169. Enable local repo is not working on yum systems (#472),non_debt,-
commons-lang,c7adc7e86f118a92ac4eee5a3c6775eec11af115,LANG-747 NumberUtils does not handle Long Hex numbers,non_debt,-
fineract,24a928e4b4507690b9dbcbe71a2fc932afa25efa,Update dependency org.webjars.npm:swagger-ui-dist to v3.35.0,non_debt,-
nifi,cd3094d54fa2c8681d072c6c1c3fff6ffde1059b,NIFI-272: Updated pom.xml to be more consistent by removing 'name' tag and not including the default 'properties' tag,code_debt,low_quality_code
jmeter,e3034ac609842cd11afde4d371ae10a4efc8cf8f,Threads = users,non_debt,-
trafficcontrol,7f3622ca8b37cd5b805391d1dce186c481d1baae,fix DBI->connect calls to allow connection to remote host,non_debt,-
druid,7c4e896fd7b90c6ef5f1129e2389ecb9e9b601eb,Add build status image to README.md,non_debt,-
ignite,7606e6624be313a114a1c6350faa83a5f5063938,"IGNITE-4494 .NET: Optimize ExamplesTest.TestRemoteNodes
Reuse standalone nodes between test runs",non_debt,-
flink,c4054ce8f37a148b84a7c783ed3ba563432c174a,"Fixed position integer overflow bug in Memory Segments and their Views.
Channel Readers and Writers tollerate asynchronously released memory segments.",non_debt,-
cassandra,0c99b9493613b313cf122fe1576a0aee07a1707b,Merge branch 'cassandra-2.1' of http://git-wip-us.apache.org/repos/asf/cassandra into cassandra-2.1,non_debt,-
camel,3d4434df7491251cb6b0e6d92c0760ced48bd4a9,Upgrade AWS SDK and related bundle to version 1.11.186,non_debt,-
geode,619463292fe89e66d8ca89ca6bf491b79be97750,"Merge pull request #3229 from upthewaterspout/feature/make-immutable-GEODE-6380
GEODE-6380: Fixing a number of static fields to be immutable",non_debt,-
systemds,d5b57523f06de10168c2659c88fe7a2944b737e5,"66141: SystemML Engine Enhancements - New dynamic write (language/compiler/runtime support, cp and mr), incl tests",non_debt,-
usergrid,07e5499f3bf4610c01b41c16cc1aa26e1204afec,Merge branch 'messages-unification' of github.com:apigee/usergrid-portal-internal into rod,non_debt,-
ambari,aacda1fa3be825572549a156c14f94bd24d56665,AMBARI-11603. Raw-mode tooltip-message doesn't contain units (Richard Zang via srimanth),non_debt,-
cloudstack,402f275a9f0090cd88301d01f4184e96eb491402,"Change for Bug 3316 - manual live migration
The MigrateVMCmd response should be in all small case.",non_debt,-
spark,26739059bc39cd7aa7e0b1c16089c1cf8d8e4d7d,"[SPARK-10046][SQL] Hive warehouse dir not set in current directory when not …
Doc change to align with HiveConf default in terms of where to create `warehouse` directory.
Closes #9365 from xwu0226/spark-10046-commit.",non_debt,-
ambari,cc022804f1644aa9403e2a32e720ce4d0399df39,AMBARI-6756. Rename Flume component name from 'Flume Agent' to 'Flume' (alexantonenko),non_debt,-
beam,07b379c3386b78b4b4c319ea0752d65f26f8d32d,lint,non_debt,-
spark,0aed77a0155b404e39bc5dbc0579e29e4c7bf887,"[SPARK-30801][SQL] Subqueries should not be AQE-ed if main query is not
### What changes were proposed in this pull request?
This PR makes sure AQE is either enabled or disabled for the entire query, including the main query and all subqueries.
Currently there are unsupported queries by AQE, e.g., queries that contain DPP filters. We need to make sure that if the main query is unsupported, none of the sub-queries should apply AQE, otherwise it can lead to performance regressions due to missed opportunity of sub-query reuse.
### Why are the changes needed?
To get rid of potential perf regressions when AQE is turned on.
### Does this PR introduce any user-facing change?
No.
### How was this patch tested?
Updated DynamicPartitionPruningSuite:
1. Removed the existing workaround `withSQLConf(SQLConf.ADAPTIVE_EXECUTION_ENABLED.key, ""false"")`
2. Added `DynamicPartitionPruningSuiteAEOn` and `DynamicPartitionPruningSuiteAEOff` to enable testing this suite with AQE on and off options
3. Added a check in `checkPartitionPruningPredicate` to verify that the subqueries are always in sync with the main query in terms of whether AQE is applied.
Closes #27554 from maryannxue/spark-30801.",design_debt,non-optimal_design
trafodion,ed4a3d4d72dfd985541ff3c85dd23b7500d62f29,Merge branch 'master' of git://git.apache.org/incubator-trafodion,non_debt,-
camel,83b170b7550c71cd35e561432ebcfe891e1fabfc,CAMEL-702: A proposed fix for CAMEL-702. Gert will take a look too. Concurrency issue with camel-saon. WORK IN PROGRESS!!,requirement_debt,requirement_partially_implemented
hive,f49d257c560c81c38259e95023b20c544acb4d10,"HIVE-23547 Enforce testconfiguration.properties file format and alphabetical order (Miklos Gergely, reviewed by Laszlo Bodor)",non_debt,-
jmeter,2a643b065938c22a8068a62c11faa410f3e8713b,Unnecessary entries,code_debt,low_quality_code
cassandra,4af23348ecd6fc8dbef44ac5ebdb6ae60d599283,"Remove StreamCoordinator.streamExecutor thread pool
patch by jasobrown; reviewed by Dinesh Joshi for CASANDRA-14402",non_debt,-
cassandra,119fa050307a9ea768ef5c9fcb90124950feb56b,"Revert ""fix setting compaction_strategy_class using CQL""
This reverts commit 2c62adab36a589e9ff9e9169fd2125272e067918.",non_debt,-
openwhisk,13828baada4f5e2d1a09e138cbad1c48cfe0b678,"Update scanCode.py so that it is configuration file driven. (#2030)
* Update scanCode.py that is configuration file driven.
* Python 3 updates, future proofing.
* Add files via upload",non_debt,-
systemds,364aeabd112e6575f8bc296a2d4cf52af7630936,"66141: SystemML Engine Enhancements - New ultra-sparse mr aggregation runtime (various combinations, incl fix mean empty blocks)",non_debt,-
beam,e2658267afcf2f234b3715588a12d7bf0e59c814,"Merge pull request #9477 from lukecwik/python
[BEAM-8151, BEAM-7848] Swap to using an unbounded thread pool which shrinks when threads are not being used.",non_debt,-
cassandra,f319f0a236c09a3f97cf33c3efa56fc8abb0d0fe,"Fix inconsistencies within CQLSH help
patch by Michael Edge; reviewed by Benjamin Lerer for CASSANDRA-10719",documentation_debt,low_quality_documentation
attic-apex-core,b80d9e669972336d1e6bffc4bec3a1f21554aeca,pass in case insensitive class comparator for treeset,non_debt,-
druid,fcf5cae81daab972758a97f9b3b9f5ec24831636,Add CPU time to metrics for segment scanning.,non_debt,-
attic-stratos,7271c7640e742a19128f32df3059cd06bdd4e104,Adding more information to scaleup and scaledown logs,code_debt,low_quality_code
groovy,fb86a5d4a8de9601c8f8d07e4feb19b9c1501671,"Avoid deprecated `compile` and `testCompile` (#1023)
* Avoid deprecated `compile` and `testCompile`
* Make groovy-groovysh reply on groovy-templates directly
* Remove unused dependencies",build_debt,over-declared_dependencies
camel,bf2bbbf111d0418e4ca2b00dc15f6361300aa4e8,Upgrade AWS SKD v2 to version 2.10.81,non_debt,-
ignite,60d157bde27f406bd52b3fe166f7375cf881a19c,ignite-1.5 Fixed benchmark configuration.,non_debt,-
ignite,d124004d8b0396a44c26f4c35c263a15880f508c,IGNITE-4473 - Client should re-try connection attempt in case of concurrent network failure.,non_debt,-
hive,12090f1a0f4c6cb1534905205e1b899abbcd264d,"HIVE-6605 : Hive does not set the environment correctly when running in Tez mode (Sergey Shelukhin, reviewed by Gunther Hagleitner and Siddharth Seth)",non_debt,-
flink,e3bb113959af39c4cc4b82fa6940892f142c4b44,"[FLINK-10791] Provide end-to-end test for Kafka 0.11 connector (#7038)
[FLINK-10791][e2e] Provide end-to-end test for Kafka 0.11 connector",non_debt,-
airflow,426a7d891c91b020d6efd1776edc8cd7d5305c0c,"Improved scheduler logging, bugfix",code_debt,low_quality_code
camel-quarkus,77816d7233ff921a9d48322a51690b077174af1c,adding a dependency to make example work (because of #1291),non_debt,-
echarts,28da17278f9750634bb74f4d5a9a641e02bcdd87,Fix calendar scatter,non_debt,-
kafka,af1699bccbb725633f0b9deb666054a573da7667,"KAFKA-3292; ClientQuotaManager.getOrCreateQuotaSensors() may return a null ClientSensors.throttleTimeSensor
Closes #977 from ijuma/kafka-3292-null-throttle-time-sensor",non_debt,-
lucene-solr,899b8588566ff5f8f81707c74541ef186f3a90f1,"LUCENE-913: Two consecutive score() calls return different 
            scores for Boolean Queries.",non_debt,-
cassandra,ac10b817313c2260fb1889e025fd719d076f7a72,"Add ability to customize cassandra log directory using $CASSANDRA_LOG_DIR
 Patch by Zephyr Guo; Reviewed by Mick Semb Wever for CASSANDRA-15090",non_debt,-
activemq,5ac9657c123993e7f4bac16ed79e2c9763ea45d1,[AMQ-6640] shrink test duration for ci boxes,non_debt,-
madlib,3080c9b2a8110b61c3ec39452a84d1b0d24087ef,Classes/Structs are now hidden (using @internal...@endinternal tag).,non_debt,-
trafficserver,1ddfc042fc8df6a92dc3c74718451db0a7ec3f93,"TS-1823: add line continuation to remap.config
Add line continuation to remap.config using a backslash at the end
of a line as the continuation character.
The handling for continuation was made in tokLine() by adding an
optional third char parameter (`cont') which is the continuation
character. This should make it usable in other contexts outside of
remap.config also, for example other config file parsers.
This implementation is not very intelligent, as it only checks for the
backslash immediately preceding the newline and does not handle any
whitespace. The backslash and newline are converted into spaces, and
the next line is appended.
Example:
.definefilter foo \
  @action=allow \
  @src_ip=127.0.0.1
is read and parsed in UrlRewrite::BuildTable() as:
.definefilter foo     @action=allow     @src_ip=127.0.0.1",design_debt,non-optimal_design
arrow,a8065085f39f4648a2b3c575f2d631fb6bedc277,"ARROW-5184: [Rust] Broken links and other documentation warnings
Fixed broken documentation links (internal and external) and some warnings due to lack of code blocks.
Closes #4172 from jblondin/master and squashes the following commits:
319effd9 <Jamie Blondin> ARROW-5184:  Broken links and other documentation warnings",documentation_debt,low_quality_documentation
qpid-dispatch,8468525688a5985b2f54e3aba8afe8749362c695,DISPATCH-909 Preparing for new overview charts page,non_debt,-
hadoop,34710c66d61bb09ffcd5c4cb3b9c92506b272720,"HDDS-143. Provide docker compose files to measure performance in a pseudo cluster.
Contributed by Elek, Marton.",non_debt,-
flink,7ab6837fde3adb588273ef6bb8f4f7a215fe9c03,"[FLINK-4144] Yarn properties file: replace hostname/port with Yarn application id
This closes #2191",non_debt,-
carbondata,946e4ce5a2bc6fb49ed3db7c02d8f40b5bc56502,[CARBONDATA-1257] Measure Filter implementation. This closes #1079,non_debt,-
lucene-solr,0302eeb254479e762f01f4f3c206dfee22f825b6,SOLR-5499: Log a warning if /get is not registered when using SolrCloud,non_debt,-
jmeter,4773d67ed19b47782639698b456e2a406cf61de5,Update rhino from 1.7.R5 to 1.7.7,non_debt,-
bookkeeper,3daf94143ba2b1352a56c68e1b886d7d7cd499a5,"ISSUE #339: Use ephemeral port for bookkeeper tests and variable unit test improvements
Descriptions of the changes in this PR:
- Enable ephemeral port by default for all BookKeeperClusterTestCase based test cases
- Removed Multi* based classes. A lot of unit tests unnecessarily extended from those base classes. Converted them to extend BookKeeperClusterTestCase directly. Confirmed this with sijie
- Reduce sleep period for some test cases
LedgerEntry fixes for #317
- use checkState rather than checkNull to keep the behavior consistent as before
- fix BookKeeperTest#testReadEntryReleaseByteBufs
TestBackwardCompat:
- removed testCompact400 (400 has been very long time ago, no one is running 400)
- BookKeeperNettyServer should shut down netty server when failed to construct a bookie
TestDiskChecker:
- increased the threshold to 0.99f. be consistent with TestBKConfiguration
BookieInitializationTest
- make each test method using different ledgers path, so registration won't be conflicting between tests
BookieJournalRollingTest
- make sure bookie port is used correctly on restarting bookies.
This closes #340 from zhaijack/use_ephemral_ports, closes #339",non_debt,-
cloudstack,9726b652ebaaf364957f1d19d0e85f69f1884f17,"Bug 11823: Added cloud-setup-encryption script for encryption upgrade
fix build",non_debt,-
daffodil,e881f6c2231d1c9f84d22c020cb671ff9f196220,Added tests for use of %WSP; %WSP*; %WSP+; as separator for lengthKind='delimited' to close DFDL-142,non_debt,-
incubator-mxnet,44d72e70c97cee55493ed8861d68d691c77a8391,Removed redundant hash of out_shape in algoreg key. (#8122),code_debt,complex_code
cassandra,02a7c342922a209ac7374f2f425c783a5faf8538,"Merge branch 'cassandra-2.1' into cassandra-2.2
Conflicts:
	build.xml",non_debt,-
couchdb,2c704acc78c4f9f7cf8bb40420be5b8c915d39b9,"set DbPrefix with value allocated with erlfdb_hca
Previously we are using the DbName to set DbPrefix for clarity. In order
to support soft-deletion while providing efficient value for DbPrefix
allocation, we use value allocated with erlfdb_hca for DbPrefix.",non_debt,-
storm,e65f23b7df2be87cc57a0b42ff47445c3baa755a,"STORM-2515: Rename SSL methods in KafkaSpoutConfig, fix new violations from master",non_debt,-
activemq,6c52d289851c10de642677601e37a890ca08472d,"Fix for:
https://issues.apache.org/activemq/browse/AMQ-1116
https://issues.apache.org/activemq/browse/AMQ-1575
https://issues.apache.org/activemq/browse/AMQ-1577
https://issues.apache.org/activemq/browse/AMQ-1581",non_debt,-
ambari,1646be07045abf0812468fa9f127d7af5b8e6538,AMBARI-9666. Kerberos: Adding a service to a Kerberized cluster requires Kerberos-related tasks occur before INSTALL stage (rlevas),non_debt,-
guacamole-client,0fb4877d84948c5a5d6b087c868d1e2984a591e6, GUACAMOLE-1218: Update documentation to show tokens being used as part of the encrypted json,non_debt,-
cxf,828911c241ce808a65ed04ea1e0a021b6fdb2582,Updating Tomcat,non_debt,-
cassandra,fd67615be32daa559b4b7d16ad12300494eda389,"make EchoMessage a singleton
patch by dbrosius reviewed by jbellis for CASSANDRA-8972",non_debt,-
skywalking,1f2a6f227701397fa3a7387b8ac4d617de24fe17,Move count and silenceCount into window.,non_debt,-
gobblin,aadf876ee464f4c110535064f36bcc8d2dee8b59,Merge branch 'master' of https://github.com/linkedin/gobblin,non_debt,-
spark,8b798c1bc501f0d2b1c2c80ab64ffd764bc72987,"[SPARK-31242][SQL][TEST] mergeSparkConf in WithTestConf should also respect spark.sql.legacy.sessionInitWithConfigDefaults
### What changes were proposed in this pull request?
Make `mergeSparkConf` in `WithTestConf` respects `spark.sql.legacy.sessionInitWithConfigDefaults`.
### Why are the changes needed?
Without the fix, conf specified by `withSQLConf` can be reverted to original value in a cloned SparkSession.  For example, you will fail test below without the fix:
So we should fix it just as  #24540 did before.
### Does this PR introduce any user-facing change?
No.
### How was this patch tested?
Added tests.
Closes #28014 from Ngone51/sparksession_clone.",non_debt,-
beam,c584b37b8ac4e863bad83a766b6871ccc7135334,This closes #795,non_debt,-
couchdb,f6224d6cdab9fc49e868a9766e13234413bfb11b,Add missing committers,non_debt,-
nutch,b61c0b282c92fd5fd64a86186819d5bdd36cd486,not needed per sujen.,non_debt,-
jmeter,7bbe9f41bcacc14b67ed1b7ff994269eab32fa18,TestStringtoFile#testWriteToFileIOException: Make file writable again to allow deletion,non_debt,-
ignite,0bcb155c4849188e1c0c19d4c716972a50109092,GG-11125 - Use BTree in metadata storage.,non_debt,-
trafficcontrol,5a6fe0e616c3fc556e16b3fbfaa805fb55958164,"[TC-136] Fixes a logic bug that prevented the easy case for finding bond speed, and handle the case where the CentOS 7.3 3.10.0-514 kernel uses lower_X as a pointer to enslaved interfaces, while retaining the slave_X case from earlier kernels.",non_debt,-
camel,8434a5187dea2b6adcb1ced5ff1361f5b48119f7,Updated the Key sign info,non_debt,-
pulsar,f8e91a261fe28337eb748887bdcd10677ab01ced,"fix: java doc on MessageListener - acknowledgement part (#5429)
JavaDoc fix
MessageListener's message ack responsibility was not documented",documentation_debt,low_quality_documentation
brooklyn-server,960ab0d8eee6a29de85e854802f79b2bc9446796,"[BROOKLYN-183] Re-add deleted interfaces with deprecated annotation
Implemented in terms of newer classes and/or functions during OSGification.",non_debt,-
shardingsphere,236d7af12b07762214387dc2e570c09fa6497ab4,Refactor AbstractExecuteGroupEngine,non_debt,-
flink,c87b9433e3225602e56497f782a610668eac8bf9,"[FLINK-10281] [table] Fix string literal escaping throughout Table & SQL API
This commit fixes the string literal escaping of the Table & SQL API. Proper
escaping of quotes was not possible in the past for Table API. SQL and SQL Client
were not standard compliant.
Due to FLINK-8301 backslashes were considered in SQL literals, however, they
should only be used in SQL `U&'\1234'` literals. For the Table API, the new
logic relies on the Java/Scala escaping and uses duplicate quotes for escaping
the quotes in expression strings. For SQL, we rely on unicode string literals
with or without the UESCAPE clause. The SQL Client was using backslashes for
escaping new lines. For the SQL Client, we allow unescaped new lines and
use ';' for statement finalization; similar to other SQL clients.
This closes #6671.",non_debt,-
tvm,b7fe61191c6d82c3b1ef3556003b22a3e1637a1c,use auto source_group (#146),non_debt,-
hadoop,4b7313e640c8d1d6ea74f3483a2b25d35206e539,HDFS-14336. Fix checkstyle for NameNodeMXBean. Contributed by Danny Becker.,code_debt,low_quality_code
myfaces-tobago,31190752274f26d7e43a3d96dcc18152608c0f94,fix missing js image resources,non_debt,-
incubator-pinot,fdae195d6f3c2d30aef17710ec85a3c575ff38ef,"Prevent checking for the field 'replication' while adding LLC tables. (#1375)
* Prevent checking for the field 'replication' while adding LLC tables.
LLC tables do not pay attention to repliction, only to replicasPerPartition.
In case of HLC, replication must equal to (or be a multiple of) the number of
realtime instances, checking it in PinotTableRestletResource.java and setting it to
some arbitrary configured value does not help.
For offline tables, the check is correct but should be done conditionally (i.e. table type is
OFFLINE)
* Addressed review comments & added verification to the put() call as well
* Another attempt to get this right
* We cannot test LLC at a unit test level, kafka setup is required. Commented out the assert statement",non_debt,-
jmeter,fb230c85586a135dbd4f86a6cb8c165fe8ad9bf9,Move init of testList and make final,non_debt,-
cloudstack,c0a10097403ee90d53d2471f6e069ab71009aaa5,findbugs: (un)boxing of long from string,non_debt,-
tinkerpop,7eca05d263e3bb72f14436665368eba7ad8c6f12,Use gmavenplus to build neo4j.,non_debt,-
carbondata,e3fd98bbf9ee101425fa18fa43d0f32b0fa1825a,[CARBONDATA-797] Data loss for BigInt datatype if data contains long max and min values.This closes #676,non_debt,-
spark,8dfac4ea8f1e69894266e80f5ab8dff4c8acefdd,added support for random vertex cuts,non_debt,-
ignite,7a274d38c2c3e49b8408aaaaddbd544a0d5b7dcc,"Merge remote-tracking branch 'remotes/origin/sprint-2' into ignite-432
Conflicts:
	modules/core/src/main/java/org/apache/ignite/cache/query/Query.java
	modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/IgniteH2Indexing.java
	modules/indexing/src/main/java/org/apache/ignite/internal/processors/query/h2/sql/GridSqlElement.java",non_debt,-
cloudstack,d1e260032f9eb3395738c5d09730fe7a803c1193,"Python style error because of extraneous characters
Presence of Non-ASCII characters caused compilation errors.",non_debt,-
flink,f79a09b8488190b549f4b7159f3e95818d57946a,"[FLINK-20444][runtime] Chain YieldingOperatorFactory to new sources.
For legacy sources, we had to disable chaining because of incompatible threading models.
New sources are working fine however and it would give some users massive performance improvements.",code_debt,slow_algorithm
